,inputs,policies,policies_sent,labels
18292,The doctor can access to another recipient\'s dental records ( but not to the private account of the home and personal doctor ).,"[{'decision': 'allow', 'subject': 'doctor', 'action': 'access', 'resource': 'another recipients private account', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'doctor', 'action': 'access', 'resource': 'private acount of the personal doctor', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'doctor', 'action': 'access', 'resource': 'private acount of the home', 'condition': 'none', 'purpose': 'none'}]",doctor is authorized to access another recipients private account and doctor is prohibited to access private acount of the personal doctor and doctor is authorized to access private acount of the home,0
18293,The marketing team can have full access to the company's social media accounts for the purpose of sharing promotional content and information during business hours only.,"[{'decision': 'allow', 'subject': 'marketing team', 'action': 'access', 'resource': ""company's social media accounts"", 'purpose': 'keeping information up-to-date', 'condition': 'during business hours only'}]","marketing team is allowed to access company's social media accounts for the purpose of keeping information up-to-date, if during business hours only",5
18294,"Instructors can access and modify student grades and attendance data in the education management system for the purpose of grading and updating course records, provided they are assigned to that particular course.","[{'decision': 'allow', 'subject': 'instructor', 'action': 'access', 'resource': 'student grades and attendance data', 'purpose': 'grading and updating course records', 'condition': 'they are assigned to that particular course'}]","instructor is shall to access student grades and attendance data for the purpose of grading and updating course records, if they are assigned to that particular course",10
18295,A sending HCP edits a previously sent patient referral .,"[{'decision': 'allow', 'subject': 'sending hcp', 'action': 'edit', 'resource': 'lt to a single hospital', 'condition': 'none', 'purpose': 'none'}]",sending hcp is authorized to edit lt to a single hospital,3
18296,"The school administrator is allowed to access, modify and delete all student academic records within the educational management system for the purpose of maintaining an accurate and up-to-date record, provided that the action is done during work hours from Monday to Friday.","[{'decision': 'allow', 'subject': 'school administrator', 'action': 'access', 'resource': 'student academic records', 'purpose': 'none', 'condition': 'action is done during work hours from Monday to Friday'}, {'decision': 'allow', 'subject': 'school administrator', 'action': 'modify', 'resource': 'student academic records', 'purpose': 'maintaining an accurate and up-to-date record', 'condition': 'action is done during work hours from Monday to Friday'}, {'decision': 'allow', 'subject': 'school administrator', 'action': 'delete', 'resource': 'student academic records', 'purpose': 'maintaining an accurate and up-to-date record', 'condition': 'action is done during work hours from Monday to Friday'}]","school administrator is allowed to access student academic records if action is done during work hours from Monday to Friday and school administrator is authorized to modify student academic records for the purpose of maintaining an accurate and up-to-date record, if action is done during work hours from Monday to Friday and school administrator is shall to delete student academic records for the purpose of maintaining an accurate and up-to-date record, if action is done during work hours from Monday to Friday",9
18297,"Clinical lab specialists are permitted to view and alter test results in the medical laboratory system to conduct routine diagnosis, provided the patient's case is currently assigned to them.","[{'decision': 'allow', 'subject': 'clinical lab specialist', 'action': 'alter', 'resource': 'test results', 'purpose': 'conduct routine diagnosis', 'condition': ""patient's case is currently assigned to them""}]","clinical lab specialist is shall to alter test results for the purpose of conduct routine diagnosis, if patient's case is currently assigned to them",10
18298,"The marketing team is permitted to access and modify the customer database for the purpose of campaign management, provided the information is not used for personal purposes.","[{'decision': 'allow', 'subject': 'marketing team', 'action': 'access', 'resource': 'customer database', 'purpose': 'trend analysis', 'condition': 'information is not used for personal purposes'}, {'decision': 'allow', 'subject': 'marketing team', 'action': 'modify', 'resource': 'customer database', 'purpose': 'campaign management', 'condition': 'information is not used for personal purposes'}]","marketing team is authorized to access customer database for the purpose of trend analysis, if information is not used for personal purposes and marketing team is authorized to modify customer database for the purpose of campaign management, if information is not used for personal purposes",5
18299,"Although CyberChair is not something to sit in (please refer to www.cyberchair.com if you are looking for that), when you are a program chair, you can sit back, relax and watch the progress of the submission and review process.","[{'decision': 'allow', 'subject': 'customer service rep', 'action': 'watch', 'resource': 'review process', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'you', 'action': 'watch', 'resource': 'progress of the submission', 'condition': 'none', 'purpose': 'none'}]",customer service rep is able to watch review process and you is shall to watch progress of the submission,1
18300,"For audit purposes, HR executives are permitted to view employee's working hours data only between 1st to 5th of every month.","[{'decision': 'allow', 'subject': 'HR executive', 'action': 'view', 'resource': 'none', 'purpose': 'audit', 'condition': 'only between 1st to 5th of every month'}]","HR executive is authorized to view for the purpose of audit, if only between 1st to 5th of every month",7
18301,The patient chooses to view all LHCPs the patient has ever had an office visit with and those whom he or she had designated .,"[{'decision': 'allow', 'subject': 'authorized academic advisor', 'action': 'view', 'resource': 'lhcps the patient has ever had an office visit with', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'lhcps those whom patient had designated', 'condition': 'none', 'purpose': 'none'}]",authorized academic advisor is shall to view lhcps the patient has ever had an office visit with and patient is able to view lhcps those whom patient had designated,1
